"LSOA11CD","OVERALL_RANK","INCOME_RANK","EMPLOYMENT_RANK","EDUCATION_RANK","HEALTH_RANK","CRIME_RANK","HOUSING_RANK","LIVING_RANK","QUINTILE","DECILE","NORMALISED_RANK"
"E01017675",32299,31684,30805,30603,32213,32224,14183,31375,5,10,0.9834064060406771404213859456826208744367
"E01017677",32793,32112,32334,32072,31973,30297,24215,29811,5,10,0.9984472049689440993788819875776397515528
"E01017678",28306,30981,31814,29829,30940,15372,7767,18412,5,9,0.8618316891974180976738521495554743636585
"E01017680",20886,18073,15723,12094,15581,27854,28729,31233,4,7,0.6359152356594811837778589696748264523201
"E01017681",28196,22289,26924,19128,24766,26151,22634,31865,5,9,0.8584825234441602728047740835464620630861
"E01017683",24512,28495,29931,26634,31596,30452,1956,12651,4,8,0.7463159176714163926440141273900864693704
"E01017684",28270,29250,29933,29201,30677,31954,4613,19969,5,9,0.8607355985872609913530629643161612471075
"E01017727",32792,32415,32166,30393,31709,27682,29962,28522,5,10,0.998416758007550846425526732432103276093
"E01017729",31681,30844,27911,27272,31250,27613,17878,32042,5,10,0.9645901838996468152478382657410790403118
"E01017730",21650,15312,19082,12087,23338,24596,24661,29944,4,7,0.6591767141639264401412739008646937035684
"E01029898",20562,18382,15842,18238,25467,28013,10558,18711,4,7,0.6260504201680672268907563025210084033613
"E01029907",18351,23191,26112,19044,31274,28109,553,9155,3,6,0.558732188527584947022287175739861161856
"E01029884",14839,12154,14197,4726,17558,21809,27653,20167,3,5,0.4518024601144805748386311046157593472171
"E01029885",22346,21382,22975,10934,27285,22375,19493,14511,4,7,0.6803677992936304956765314821580806235538
"E01029900",11198,13183,10275,8319,13750,10534,3320,31773,2,4,0.3409450736816465716721471197174521982706
"E01029901",21715,24217,22460,15244,25394,14456,11313,15994,4,7,0.6611557666544878821093654853245646084521
"E01029917",24236,21144,22585,17239,27839,29108,7496,32093,4,8,0.7379125563268785775179637072220192424796
"E01029892",11902,9957,11770,4226,18402,20142,19046,12895,2,4,0.362379734502496650834246742175130921934
"E01029893",26992,26855,22183,17850,25983,22843,18537,29485,5,9,0.8218243819266837169650468883205456095482
"E01029895",31690,31255,29255,23428,29700,29706,19216,32308,5,10,0.9648642065521860918280355620509073194495
"E01029896",22871,15598,20761,14377,22837,28648,20896,30683,4,7,0.6963524540250882961880404335647302399221
"E01029911",21841,26025,29133,22984,30432,21624,2780,7916,4,7,0.6649920837900377542321276336621605163805
"E01029877",18783,26145,28191,23491,26412,21570,320,11316,3,6,0.5718852758494702228717573986116185604677
"E01029878",24161,27312,24166,23862,20439,20608,6381,23152,4,8,0.7356290342223846060163195713067835829984
"E01029879",19433,24014,27150,20628,28051,9742,3342,9745,3,6,0.5916758007550846425526732432103276093046
"E01029908",30681,32385,32275,24423,29651,12678,22012,27124,5,10,0.9341432225063938618925831202046035805627
"E01029909",24257,25842,25470,17826,25809,11206,10948,28308,4,8,0.7385519425161368895384240652782852271343
"E01029910",9861,7427,9020,3776,15606,12773,12646,31412,2,4,0.300237486298867373036170990135184508586
"E01029880",16671,21528,20179,18429,24466,24140,1227,8836,3,6,0.5075812933869199853854585312385823894775
"E01029921",25870,27926,28205,13585,24380,22066,10656,28639,4,8,0.7876628912434539033004506150286201437097
"E01029922",9906,9365,11494,9251,21287,10648,2030,13093,2,4,0.3016075995615637559371574716843259042748
"E01029923",22070,19867,23001,14484,24905,22655,12157,18633,4,7,0.671964437949092680550481061990013396663
"E01029912",6905,9277,10222,4071,11548,2677,6236,8332,2,3,0.2102362684204116429180367799293630495677
"E01029913",21835,21385,19211,11928,21758,23276,14594,28497,4,7,0.664809402021678236511996102788941663622
"E01029914",7291,8038,8636,1999,17785,15157,2764,15028,2,3,0.2219887955182072829131652661064425770308
"E01029915",17054,16590,15305,11931,17384,19960,21651,10500,3,6,0.5192424796005358665205212519790524905614
"E01029918",9723,11896,9157,7847,11478,9598,10455,8013,2,3,0.2960358056265984654731457800511508951407
"E01029919",18483,17294,20060,16088,21948,9117,16673,13361,3,6,0.5627511874314943368651808549506759225429
"E01029920",12091,11853,11157,12308,10297,10001,21539,10169,2,4,0.3681342102058214590183899646815247838266
"E01029886",5984,8159,5361,1535,3469,13308,15048,27196,1,2,0.1821946169772256728778467908902691511387
"E01029887",24040,22048,25038,12771,23959,24697,15454,23525,4,8,0.7319449518938009986603336986968700523688
"E01029888",9580,11926,12124,3755,10906,12572,4465,18467,2,3,0.2916818901473632931433442942394349043965
"E01029889",5589,5670,6756,1185,18340,5678,4179,22358,1,2,0.1701680672268907563025210084033613445378
"E01029891",17930,17761,19018,11508,24393,25280,4932,18208,3,6,0.5459140177810254536597247594690049933017
"E01029875",20845,22975,24302,22922,31577,23446,2774,9647,4,7,0.6346669102423578126902935087078309584703
"E01029902",19349,23240,26432,23458,30710,30865,598,9397,3,6,0.5891182559980513944708318109852636706857
"E01029906",16702,20019,21976,16849,27179,22515,2911,4301,3,6,0.5085251491901108269394714407502131287298
"E01029872",29191,28588,28193,23796,26558,23676,16688,22876,5,9,0.8887772500304469613932529533552551455365
"E01029882",26966,23278,22773,24704,27356,22608,15201,27645,5,9,0.8210327609304591401778102545365972475947
"E01029903",31911,31503,29736,27471,29130,29702,17337,32008,5,10,0.9715929850200949945195469492144683960541
"E01029904",30759,28619,26382,22808,27020,31024,25449,27842,5,10,0.9365180854950675922542930215564486664231
"E01029871",20744,22515,25543,21305,25414,28112,3468,8959,4,7,0.6315917671416392644014127390086469370357
"E01029897",26342,27083,27577,23547,30438,29813,11161,8866,5,9,0.8020338570210692972841310437218365607112
"E01000028",3617,2540,4211,9352,1744,12893,2512,20318,1,2,0.1101266593593959322859578614054317379126
"E01000029",9890,13523,14189,14483,14024,2282,1717,15264,2,4,0.3011204481792717086834733893557422969188
"E01000031",10820,13154,12500,19106,16658,889,9476,10770,2,4,0.3294361222749969553038606747046644744854
"E01000110",17370,16258,17201,18125,14432,14848,11719,17444,3,6,0.5288637194008037997807818779685787358422
"E01000111",7738,5953,11428,11590,12876,3791,4676,8877,2,3,0.2355985872609913530629643161612471075387
"E01000113",9911,8599,13014,18300,19816,1884,5840,9450,2,4,0.3017598343685300207039337474120082815735
"E01000034",5459,4361,7056,7572,5509,9497,1901,18939,1,2,0.1662099622457678723663378394836195347704
"E01000038",14938,13158,12448,14731,16747,14919,12008,17494,3,5,0.4548167092924126172208013640238704177323
"E01000063",6231,5926,7224,6523,12060,3305,5032,11656,1,2,0.1897150164413591523565948118377785896967
"E01000100",6169,5158,6444,9266,11782,5296,4830,8143,1,2,0.1878273048349774692485689928145171111923
"E01000109",8906,10039,11792,10842,15146,2168,6091,9034,2,3,0.2711606381683108025819023261478504445256
"E01000114",9844,9388,13915,13121,14894,3789,5642,8379,2,3,0.2997198879551820728291316526610644257703
"E01000060",4259,4136,5900,11765,7511,660,2253,14202,1,2,0.1296736085738643283400316648398489830715
"E01000062",7633,7277,10782,7683,13669,2085,4579,16460,2,3,0.232401656314699792960662525879917184265
"E01000064",6050,5762,7733,8146,5972,11487,3170,7843,1,2,0.1842041164291803677992936304956765314822
"E01000081",7418,8504,8765,7667,9561,4742,4628,11781,2,3,0.225855559615150407989282669589574960419
"E01000082",7276,6810,7558,9573,10027,6984,5400,9451,2,3,0.2215320910973084886128364389233954451346
"E01000102",5112,3791,6735,10005,6907,2956,4740,11125,1,2,0.1556448666423090975520643039824625502375
"E01000022",7478,7108,6947,8287,12941,8150,4493,11704,2,3,0.2276823772987455851905979783217634880039
"E01000023",4931,3447,10651,9077,9828,784,4055,8389,1,2,0.1501339666301303129947631226403604920229
"E01000025",5772,5188,6574,8345,8274,4918,4470,10339,1,2,0.1757398611618560467665327000365363536719
"E01000077",5549,5028,6213,7009,10138,6036,4175,7592,1,2,0.1689501887711606381683108025819023261479
"E01000016",6446,5154,7129,8305,10370,5029,5115,12912,1,2,0.1962611131409085373279746681281208135428
"E01000018",5631,4009,7042,7422,8631,3966,5081,15757,1,2,0.1714468396054073803434417245158933138473
"E01000079",5302,5300,6830,8613,6384,4449,2380,11866,1,2,0.1614297893070271586895627816343928875898
"E01000036",13503,13220,15950,14656,18302,6610,11250,8277,3,5,0.4111253196930946291560102301790281329923
"E01000108",9214,9298,12921,12169,13318,5264,7201,4370,2,3,0.2805383022774327122153209109730848861284
"E01000066",11307,12039,11912,13615,13793,10686,2707,17730,2,4,0.3442637924735111435878699305809280233833
"E01000069",17845,17702,18273,16557,19777,11627,11077,15570,3,6,0.543326026062598952624528072098404579223
"E01000070",13517,13998,15265,17358,22949,4312,6507,11698,3,5,0.4115515771526001705029838022165387894288
"E01000074",6035,5018,8350,8265,5374,6680,3657,14944,1,2,0.1837474120082815734989648033126293995859
"E01000075",4926,6152,8547,7489,12021,428,3484,6009,1,2,0.1499817318231640482279868469126781147242
"E01000013",4416,5479,5910,8403,7200,749,4276,8629,1,2,0.1344537815126050420168067226890756302521
"E01000014",5014,5874,7634,6988,9500,717,3737,10606,1,2,0.1526610644257703081232492997198879551821
"E01000084",3973,3963,6766,4659,9588,689,4877,9187,1,2,0.1209657776153939836804286932164170015832
"E01000086",5157,5541,7176,9369,4900,1738,5176,11036,1,2,0.1570149799050054804530507855316039459262
"E01000103",4288,3259,7519,5718,9030,1556,2491,15334,1,2,0.1305565704542686639873340640604067714042
"E01000105",2811,2889,4043,5925,5036,1704,1476,13879,1,1,0.0855864084764340518816222141030325173548
"E01000007",3778,3337,4952,22384,12549,2233,56,6783,1,2,0.1150286201437096577761539398368042869322
"E01000008",5028,3727,7233,9764,12034,8661,343,10265,1,2,0.1530873218852758494702228717573986116186
"E01000012",5475,4886,12035,13286,17852,4153,100,3395,1,2,0.1666971136280599196200219218122031421264
"E01000009",6750,7136,10781,19103,9107,2340,1597,6758,2,3,0.2055169894044574351479722323712093533065
"E01000011",8209,8170,15348,13663,16698,4880,525,7930,2,3,0.2499391060772134940932894897089270490805
"E01000068",10292,11550,15677,17504,15878,2024,2250,13582,2,4,0.3133601266593593959322859578614054317379
"E01000041",6254,7487,8794,6004,10584,3483,2985,9054,1,2,0.190415296553403970283765680185117525271
"E01000045",5172,4673,8662,9897,12082,1165,4381,4302,1,2,0.1574716843259042747533796127146510778224
"E01000054",7014,6398,10328,9906,12953,1250,5291,11847,2,3,0.2135549872122762148337595907928388746803
"E01000056",3808,3992,5648,10164,5609,1634,1404,11738,1,2,0.1159420289855072463768115942028985507246
"E01000095",5849,6882,10611,9163,14176,1371,265,17748,1,2,0.1780842771891365241748873462428449640726
"E01000040",6266,4744,5777,9773,13544,6022,4360,10554,1,2,0.190780660090123005724028741931555230788
"E01000050",5865,7662,10071,10451,8650,1909,2751,4151,1,2,0.1785714285714285714285714285714285714286
"E01000052",7488,6896,10831,9195,12669,5207,3296,8042,2,3,0.2279868469126781147241505297771282426014
"E01000053",3891,4018,6632,8961,5222,1153,2887,8637,1,2,0.1184691267811472415052977712824260138838
"E01000088",8154,8654,10305,10928,8606,7156,4879,7207,2,3,0.2482645232005845816587504567044208987943
"E01031349",21352,18992,19305,13727,25876,12817,28166,18367,4,7,0.6501035196687370600414078674948240165631
"E01031350",8864,9233,7879,6969,6883,12781,11399,16242,2,3,0.2698818657897941785409816100353184752162
"E01031351",22143,24539,23389,10213,24693,9112,24743,22299,4,7,0.6741870661308001461454146876141761052247
"E01031352",17252,16087,13699,10468,19627,16127,19559,22819,3,6,0.5252709779563999512848617707952746315918
"E01031370",15643,17918,13322,7819,14893,13723,22433,18191,3,5,0.4762818170746559493362562416270856168554
"E01031374",21176,23201,18948,18006,18846,14566,22170,13264,4,7,0.6447448544635245402508829618804043356473
"E01031338",27934,25105,24672,23320,19734,24708,30180,22234,5,9,0.8505054195591279990256972354159054926318
"E01031340",27569,30776,30033,18895,25426,11383,21712,20427,5,9,0.8393922786505906710510291072950919498234
"E01031365",18352,14577,15724,20284,16349,12413,28520,16154,3,6,0.5587626354889781999756424308853976373158
"E01031367",31879,32005,31922,30255,26295,19925,29769,22252,5,10,0.9706186822555109000121787845573011813421
"E01031345",19306,23297,24032,7971,15239,23986,10533,17349,3,6,0.5878090366581415174765558397271952259165
"E01031353",26813,32443,31687,14952,27881,28851,5015,24053,5,9,0.8163743758372914383144562172695165022531
"E01031354",22893,21515,20736,12292,23954,19434,24029,21488,4,7,0.6970222871757398611618560467665327000365
"E01031355",15749,17247,13728,6420,14386,22258,25412,14734,3,5,0.4795091949823407623919132870539520155888
"E01031359",18524,17897,18829,10940,17120,12947,30492,14109,3,6,0.5639995128486177079527463159176714163926
"E01031347",8184,6403,8391,5156,9807,10509,17114,11938,2,3,0.2491779320423821702594081110705151625868
"E01031348",5675,5998,7003,3713,6763,6131,9248,9147,1,2,0.1727865059067105102910729509194982340762
"E01031366",8423,9677,8833,3833,7584,7379,18378,14679,2,3,0.2564547558153696261113140908537327974668
"E01031371",6060,6735,5896,2202,5996,10491,12893,17325,1,2,0.1845085860431128973328461819510412860796
"E01031372",8289,8220,5504,4650,8123,16009,16711,20189,2,3,0.2523748629886737303617099013518450858604
"E01031373",14311,11061,13143,14025,16332,15460,19199,10680,3,5,0.4357264644988430154670563877725003044696
"E01031375",20648,19530,21608,18234,16712,10149,26899,15891,4,7,0.6286688588478869808793082450371452928998
"E01031356",26233,23759,27897,21490,27857,19712,11979,21110,4,8,0.7987151382292047253684082328583607355986
"E01031357",22964,21999,21868,17169,23966,19178,17934,15424,4,7,0.6991840214346608208500791620996224576787
"E01031368",21864,19539,19791,16560,17536,26279,19760,18688,4,7,0.6656923639020825721592985020094994519547
"E01031369",23932,22329,20642,23450,22791,21158,26610,10542,4,8,0.7286566800633296796979661429789307027159
"E01031344",11331,13381,8591,5802,10518,23316,11022,18376,2,4,0.3449945195469492144683960540738034344172
"E01031346",23727,21776,19991,14285,22141,27603,25230,19319,4,8,0.7224150529777128242601388381439532334673
"E01031361",6556,6807,5684,1749,9325,21115,15622,9962,1,2,0.1996102788941663621970527341371331141152
"E01031362",18763,19398,20450,11144,17135,12157,15570,21585,3,6,0.5712763366216051638046522957008890512727
"E01031363",19292,19327,16594,8411,17669,26851,19978,23538,3,6,0.58738277919863597612958226768968456948
"E01031358",7724,5845,7916,3943,6898,27530,13951,11942,2,3,0.2351723298014858117159907441237364511022
"E01031376",16000,16866,16936,9290,18194,19316,10462,12675,3,5,0.4871513822920472536840823285836073559859
"E01031378",14022,14672,18977,4992,13794,12953,20325,11791,3,5,0.4269272926561929119473876507124588966021
"E01031342",16805,17891,21805,6299,16044,21893,12705,14079,3,6,0.5116611862136158811350627207404701010839
"E01031343",18385,21000,18272,9006,16558,11674,29470,15321,3,6,0.5597673852149555474363658506881013274875
"E01031379",22229,20987,20424,13064,17290,29629,24846,17108,4,7,0.6768055048106199001339666301303129947631
"E01019127",15761,18208,14979,14707,15962,24668,7481,8390,3,5,0.4798745585190597978321763488003897211058
"E01019132",14949,21530,21307,17070,22806,30953,3232,954,3,5,0.4551516258677383997077091706247716477896
"E01019135",8527,8542,7102,3571,8212,14851,13510,24647,2,3,0.2596212398002679332602606259895262452807
"E01019083",18218,28079,30186,24358,27105,32596,2611,542,3,6,0.5546827426622823042260382413835099257094
"E01019130",18205,24060,24406,21777,25044,30316,1285,5367,3,6,0.5542869321641700158324199244915357447327
"E01019131",18333,30437,29025,25022,26114,32421,1829,854,3,6,0.5581841432225063938618925831202046035806
"E01019082",16681,18229,17152,9669,13853,15530,32094,8381,3,6,0.507885763000852514919011082693947144075
"E01019102",12432,16003,14371,13951,18074,24736,4745,2001,2,4,0.378516624040920716112531969309462915601
"E01019133",19251,23133,23280,19463,25205,31820,7638,2311,3,6,0.5861344537815126050420168067226890756303
"E01019093",19964,22308,16930,12558,19341,31228,17777,10429,4,7,0.6078431372549019607843137254901960784314
"E01019096",19142,16936,13368,14599,19154,11724,31377,29753,3,6,0.5828157349896480331262939958592132505176
"E01019115",6105,9250,4323,5765,5761,1799,24133,14058,1,2,0.1858786993058092802338326635001826817684
"E01019095",2232,3438,1816,708,2025,3666,25442,18100,1,1,0.06795761782974059188892948483741322616
"E01019098",11714,12540,11062,5744,11491,10547,28931,11943,2,4,0.3566557057605650956034587748142735355012
"E01019099",8102,8681,7354,4156,8904,9027,31725,6970,2,3,0.2466812812081354280842771891365241748873
"E01019085",26774,27745,24416,30120,23379,30311,7216,20588,5,9,0.8151869443429545731336012665935939593229
"E01019088",17999,15842,14724,27364,9176,19526,32215,10902,3,6,0.5480148581171599074412373645110218000244
