"LSOA11CD","OVERALL_RANK","INCOME_RANK","EMPLOYMENT_RANK","EDUCATION_RANK","HEALTH_RANK","CRIME_RANK","HOUSING_RANK","LIVING_RANK","QUINTILE","DECILE","NORMALISED_RANK"
"E01004691",19460,32683,32819,30459,32706,16118,4398,266,3,6,0.5924978687127024722932651321398124467178
"E01004733",13801,16090,12342,28219,21955,23367,8299,1027,3,5,0.4201985141882840092558762635488978199976
"E01004744",8323,9773,8572,26124,6905,24784,7136,455,2,3,0.2534100596760443307757885763000852514919
"E01004740",4565,3889,6187,22925,5851,4403,993,5383,1,2,0.1389903787601997320667397393740104737547
"E01004743",9539,7977,9734,25497,10943,21756,3905,3177,2,3,0.2904335647302399220557788332724394105468
"E01004746",4943,5857,6583,15587,7467,14607,529,1747,1,2,0.1504993301668493484350261843867981975399
"E01004742",19902,26539,27499,30991,22296,14597,8971,1614,4,7,0.6059554256485202776762879064669345999269
"E01004749",16965,20706,25270,30160,29234,10552,7735,789,3,6,0.5165327000365363536719035440263061746438
"E01004752",9528,11439,9790,28226,10254,11432,5520,1543,2,3,0.2900986481549141395688710266715381804896
"E01004753",13632,15233,13671,29581,21198,12948,9077,1443,3,5,0.4150529777128242601388381439532334673
"E01004667",6839,8596,7615,21906,12740,6122,6771,275,2,3,0.2082267689684569479965899403239556692242
"E01007175",1952,2485,1216,5181,256,13349,15044,10900,1,1,0.0594324686396297649494580440872000974303
"E01007290",907,538,468,3810,288,9635,26722,12851,1,1,0.0276153939836804286932164170015832419924
"E01007293",108,36,29,915,17,2215,20554,21040,1,1,0.003288271830471318962367555717939349652905
"E01007295",1196,1123,808,3003,431,4744,28565,14699,1,1,0.0364145658263305322128851540616246498599
"E01007296",1888,1880,2987,5096,393,4729,29585,2665,1,1,0.0574838631104615759347217147728656680063
"E01007258",27808,26294,21945,26686,15249,31148,26891,26424,5,9,0.8466691024235781269029350870783095847034
"E01007260",26225,24843,17644,31016,16463,32188,23375,22650,4,8,0.7984715625380587017415661916940689319206
"E01007262",31114,28073,27867,32490,26078,32725,19625,23527,5,10,0.947326756789672390695408598221897454634
"E01007281",31630,29199,28591,32664,20791,31224,26890,27392,5,10,0.9630373888685909146267202533187187918646
"E01007283",28765,32767,32695,32177,24201,27433,3241,29611,5,9,0.8758068444769212032639142613567165996834
"E01007173",14552,14910,11184,19559,5843,15026,29416,15639,3,5,0.4430641821946169772256728778467908902692
"E01007174",11542,11138,8978,14661,10056,9448,29549,7958,2,4,0.3514188284009255876263548897819997564243
"E01007176",3773,5289,1844,8003,1426,9817,29069,5973,1,2,0.1148763853367433930093776641091219096334
"E01007177",8291,8298,6103,12910,2699,18538,18116,13206,2,3,0.2524357569114602362684204116429180367799
"E01007178",8025,8417,5236,18994,2229,11486,23917,12518,2,3,0.2443368651808549506759225429302155644867
"E01007248",18086,20873,12995,28138,10308,16536,27843,8673,3,6,0.5506637437583729143831445621726951650225
"E01007253",7505,7806,3774,8650,3168,26661,31995,11579,2,3,0.2285044452563634149311898672512483254171
"E01007254",29318,29684,23249,29645,16982,25326,28228,26910,5,9,0.8926440141273900864693703568383875289246
"E01007115",11577,11051,7330,16220,6302,11936,30094,17663,2,4,0.3524844720496894409937888198757763975155
"E01007138",1709,2009,978,3455,502,15678,27514,5981,1,1,0.0520338570210692972841310437218365607112
"E01007139",5026,6971,3406,7657,3176,5339,27153,4848,1,2,0.1530264279624893435635123614663256606991
"E01007141",7887,9053,6673,15055,5225,4366,29707,4689,2,3,0.2401351845085860431128973328461819510413
"E01007289",270,107,111,596,225,10031,19128,22958,1,1,0.008220679576178297405918889294848374132262
"E01007111",26481,25972,20979,30784,16502,21626,26837,19219,5,9,0.8062659846547314578005115089514066496164
"E01007112",16483,15137,11045,23636,10551,15562,31455,14117,3,6,0.5018572646449884301546705638777250030447
"E01007113",23222,22283,19310,30498,10843,29703,20684,17040,4,8,0.707039337474120082815734989648033126294
"E01007114",10825,6639,8098,13093,7143,25337,26357,15288,2,4,0.3295883570819632200706369504323468517842
"E01007116",21594,19012,18206,27712,14544,17224,32651,12511,4,7,0.6574716843259042747533796127146510778224
"E01007280",26835,23463,18328,28490,18967,32555,24854,25596,5,9,0.8170442089879430032882718304713189623676
"E01007284",27090,28121,20814,30304,19745,30621,16253,18674,5,9,0.8248081841432225063938618925831202046036
"E01007285",25285,22475,17789,27988,16906,28411,25268,23500,4,8,0.7698514188284009255876263548897819997564
"E01007287",18570,15082,12466,23771,12159,23087,25274,21270,3,6,0.5654000730727073438070880526123492875411
"E01007183",23209,24039,17248,29285,17010,31574,13266,15069,4,8,0.7066435269760077944221166727560589453173
"E01007286",18012,12817,12675,25035,11021,29093,21949,22610,3,6,0.5484106686152721958348556814029959810011
"E01007110",25226,22810,21554,28859,15973,17201,30069,20083,4,8,0.7680550481061990013396663013031299476312
"E01007118",8028,6979,3977,15276,2143,29446,30619,15897,2,3,0.2444282060650347095359883083668249908659
"E01007151",29225,28089,25163,28038,19308,28249,32684,17087,5,9,0.8898124467178175618073316283034953111679
"E01007140",11426,11596,11089,15160,5771,17982,22839,5615,2,4,0.3478869808793082450371452928997686030934
"E01007142",24740,27944,23853,28662,16798,23013,15812,10538,4,8,0.7532578248690780660090123005724028741932
"E01007152",15995,11454,11599,24162,8069,27497,28966,16331,3,5,0.4869991474850809889173060528559249786871
"E01007153",10249,10213,6557,18269,1455,31279,26366,22212,2,4,0.3120509073194495189380099866033369869687
"E01007184",28066,23000,26153,30679,13462,29942,31349,23159,5,9,0.8545244184630373888685909146267202533187
"E01007185",19120,15476,14361,25354,10753,30304,31744,12175,3,6,0.5821459018389964681524783826574107904031
"E01007288",12854,9802,8624,16851,5045,27138,25787,26678,2,4,0.3913652417488734624284496407258555596152
"E01007145",30110,31537,26458,31563,13324,31571,23936,29204,5,10,0.9167580075508464255267324321032760930459
"E01007146",31894,31632,27608,30256,23808,32460,28168,24570,5,10,0.9710753866764096943125076117403483132383
"E01007148",22750,24254,10516,30643,17954,32242,15494,29213,4,7,0.6926683716965046888320545609548167092924
"E01007135",20354,21607,14660,21486,8448,27337,31369,18537,4,7,0.6197174521982706125928632322494215077335
"E01007137",9295,8753,6061,13444,4879,26860,26213,6503,2,3,0.283004506150286201437096577761539398368
"E01007187",28887,30666,23514,32333,20410,30227,11495,28350,5,9,0.8795213737668980635732553891121666057727
"E01007189",31527,31850,29205,32330,19496,28332,27137,24269,5,10,0.9599013518450858604311289733284618195104
"E01007190",32724,32421,30621,32709,26834,31908,28639,28931,5,10,0.9963463646328096455973693825356229448301
"E01007149",29609,27352,21800,28025,19263,32410,28813,30251,5,10,0.9015040798928266958957496041895018877116
"E01007150",29161,29651,24979,28200,20512,32464,14208,26975,5,9,0.887863841188649372792595298989160881744
"E01007171",29336,28219,25592,28204,18135,31233,31468,17226,5,9,0.8931920594324686396297649494580440872001
"E01007172",30995,26958,26563,30602,19041,32312,32373,28948,5,10,0.9437035683838752892461332359030568749239
"E01007166",27642,26325,22685,25083,16671,32012,29166,19771,5,9,0.8416149068322981366459627329192546583851
"E01007167",11181,9808,7110,12216,6041,25067,24360,17200,2,4,0.3404274753379612714651077822433321154549
"E01007169",13132,11675,11870,14949,4327,28826,28466,12391,2,4,0.3998294970161977834612105711849957374254
"E01030947",29160,27584,26520,17118,28363,29016,23445,24358,5,9,0.8878333942272561198392400438436244062843
"E01030948",31837,30229,31635,25484,29739,25426,31931,19852,5,10,0.9693399098769942759712580684447692120326
"E01030950",25661,23131,28425,12133,28661,28604,17774,17864,4,8,0.7812994763122640360492022896114967726221
"E01030996",29812,32591,31871,32628,32036,16022,6993,26620,5,10,0.9076848130556570454268663987334064060407
"E01031002",32379,32194,32047,31960,31969,20044,27975,22773,5,10,0.9858421629521373766898063573255389112167
"E01031003",32021,32833,32714,32312,32651,25832,17783,18348,5,10,0.9749421507733528193886250152234806966265
"E01030963",30729,32080,32607,32589,31517,30691,5662,26042,5,10,0.9356046766532700036536353671903544026306
"E01030966",31632,27920,26255,29801,28781,27195,32257,25652,5,10,0.9630982827913774205334307636097917427841
"E01030968",21012,16028,21276,21546,28299,16038,11517,16815,4,7,0.6397515527950310559006211180124223602484
"E01030980",13234,13711,16530,9345,16573,13819,6808,10296,3,5,0.4029350870783095847034465960297162343198
"E01030982",14708,12635,14498,10416,12568,15445,15377,21751,3,5,0.44781390817196443794909268055048106199
"E01030983",14465,12022,13899,12511,15592,18364,17429,9634,3,5,0.440415296553403970283765680185117525271
"E01030985",6542,4956,4890,4462,6733,9950,21861,20693,1,2,0.1991840214346608208500791620996224576787
"E01030951",24979,21188,26043,26553,24895,15350,21316,12850,4,8,0.7605346486420655218609182803556205090732
"E01030953",29882,27832,28686,26515,29995,25500,22520,15315,5,10,0.9098161003531847521617342589209596882231
"E01030957",18525,15902,19050,11974,16827,31137,8740,23702,3,6,0.5640299598100109609061015710632078918524
"E01030958",31565,29853,30898,22565,27439,29460,29126,23388,5,10,0.9610583363780294726586286688588478869809
"E01030988",25370,27390,30587,32087,29157,6157,19779,8539,4,8,0.7724394105468274266228230422603824138351
"E01030989",29704,23929,26552,26760,31060,24476,19961,27602,5,10,0.9043965412251857264644988430154670563878
"E01030997",30134,31417,29533,30698,30907,25345,7130,28823,5,10,0.9174887346242844964072585555961515040799
"E01030974",15612,17727,13716,7305,21880,7943,27224,15093,3,5,0.4753379612714651077822433321154548776032
"E01030976",27470,30309,31585,26729,26913,4234,27968,20203,5,9,0.8363780294726586286688588478869808793082
"E01030977",23908,23783,18049,23196,23201,15150,25689,17823,4,8,0.7279259529898916088174400194860552916819
"E01030954",25244,23709,29626,30087,23220,20879,16456,6888,4,8,0.7686030934112775545000608939227865059067
"E01030991",26836,21816,28141,30525,29079,21492,17091,11532,5,9,0.8170746559493362562416270856168554378273
"E01030960",26584,22106,27445,22420,25641,11091,26474,25336,5,9,0.8094020216782365119961027889416636219705
"E01030961",32440,30851,30488,27461,30567,28039,28805,27970,5,10,0.9876994275971258068444769212032639142614
"E01031000",28746,30146,27848,30356,27995,25170,7960,22019,5,9,0.8752283522104493971501644135915235659481
"E01030955",30124,30040,29481,28780,27084,31681,11421,21694,5,10,0.9171842650103519668737060041407867494824
"E01030999",31468,32552,32492,32681,32059,29537,7532,28118,5,10,0.9581049811228839361831689197418097673852
"E01031001",28984,29358,30790,28694,30401,25812,6618,22681,5,9,0.8824747290220436000487151382292047253684
"E01030972",24406,16215,22946,25901,19829,19756,26681,23993,4,8,0.743088539763731579588357081963220070637
"E01030973",19604,15889,16531,13212,25846,17573,17072,23982,3,6,0.5968822311533308975764218730970649129217
"E01030995",18003,12113,16929,11180,20307,15682,28891,24127,3,6,0.5481366459627329192546583850931677018634
"E01013449",19988,17540,20349,15108,22263,12664,12629,26250,4,7,0.6085738643283400316648398489830714894654
"E01013365",28286,25062,26241,29820,27128,31032,12245,18787,5,9,0.8612227499695530386067470466447448544635
"E01013378",29849,32771,32834,24246,30520,32505,9046,15722,5,10,0.9088113506272074047010108391182559980514
"E01013450",25852,28355,21618,30545,30689,31475,11629,7327,4,8,0.7871148459383753501400560224089635854342
"E01013340",32752,32644,31055,32434,30915,30442,31186,23304,5,10,0.9971988795518207282913165266106442577031
"E01013341",29241,23882,25735,28951,22059,32556,21911,24596,5,9,0.8902995981001096090610157106320789185239
"E01013342",25821,28669,30349,30892,28677,32281,2098,16385,4,8,0.786170990135184508586043112897332846182
"E01013423",32637,32214,31726,31757,31363,30384,21452,27475,5,10,0.9936974789915966386554621848739495798319
"E01013424",32799,31791,30899,32047,30865,29045,32743,28216,5,10,0.9986298867373036170990135184508586043113
"E01013425",31273,28014,29086,29624,25763,29387,25800,22692,5,10,0.9521678236511996102788941663621970527341
"E01019467",27272,27028,26784,24198,26867,23675,22681,9775,5,9,0.8303495311167945439045183290707587382779
"E01019427",31956,29437,29338,32390,30957,28994,31038,16486,5,10,0.9729630982827913774205334307636097917428
"E01019441",5020,5329,3737,3318,7716,5053,29629,6669,1,2,0.1528437461941298258433808305931068079406
"E01032613",12207,13992,10092,13343,14208,10474,8422,12654,2,4,0.3716660577274388016075995615637559371575
"E01031391",28182,27160,28559,24273,24976,22661,17515,17768,5,9,0.8580562659846547314578005115089514066496
"E01031386",11363,15012,13394,7061,16169,9927,3541,14146,2,4,0.3459688223115333089757642187309706491292
"E01031426",14382,16226,18705,16137,18460,21233,2730,5949,3,5,0.4378881987577639751552795031055900621118
"E01031395",29372,25967,25680,23467,22631,30388,25153,26029,5,9,0.8942881500426257459505541346973572037511
"E01031466",25216,20838,18537,24230,22031,31863,17968,26193,4,8,0.7677505784922664718061137498477651930337
"E01031429",2852,2224,3190,413,6301,15610,6269,23044,1,1,0.0868347338935574229691876750700280112045
"E01031468",19016,16422,19076,11165,20075,17539,13881,26682,3,6,0.5789794178540981610035318475216173425892
"E01031414",19843,18265,16544,10099,18042,23745,22282,26934,4,7,0.6041590549263183534283278528802825478017
"E01031470",15669,19573,20576,11217,14642,27863,1310,21949,3,5,0.4770734380708805261234928754110339788089
"E01031472",18659,16980,18131,18215,13234,18449,17156,16315,3,6,0.5681098526367068566557057605650956034588
"E01031408",19025,17924,18990,16011,21416,22524,4591,27073,3,6,0.579253440506637437583729143831445621727
"E01031463",29155,25592,26370,19107,23386,26656,27293,31209,5,9,0.8876811594202898550724637681159420289855
"E01031422",27669,28849,22803,16237,24774,31768,16547,29564,5,9,0.8424369747899159663865546218487394957983
"E01031398",21716,23121,20018,12318,22223,17857,14632,24528,4,7,0.6611862136158811350627207404701010839118
"E01031455",9991,10888,9286,8463,7673,8240,16400,14240,2,4,0.3041955912799902569723541590549263183534
"E01031469",12606,13965,12632,5910,12305,8120,27041,15444,2,4,0.3838143953233467299963463646328096455974
"E01031457",23118,18188,17800,23042,20092,19946,28129,22297,4,8,0.7038728534892217756667884545122396784801
"E01031400",7851,11684,8776,7993,7482,6687,12551,2960,2,3,0.2390390938984289367921081476068688344903
"E01031454",3075,5720,4825,3766,5415,714,7529,2572,1,1,0.0936244062842528315674095725246620387285
"E01031402",19625,22627,18589,11291,16799,17787,11418,26712,3,6,0.5975216173425892095968822311533308975764
"E01031406",20891,20023,25178,7377,22664,19670,13567,27465,4,7,0.6360674704664474485446352454025088296188
"E01031438",22652,18939,17670,16935,21627,28734,16390,28514,4,7,0.689684569479965899403239556692242114237
"E01031404",3166,2733,4673,591,2612,17453,7569,24370,1,1,0.0963950797710388503227377907684813055657
"E01031441",9457,8849,10608,2897,8625,15188,19861,17587,2,3,0.2879369138959931798806479113384484228474
"E01031416",29168,30438,22228,23863,22980,28496,18394,32107,5,9,0.8880769699184021434660820850079162099622
"E01031420",25131,23586,21772,19281,16735,23679,21355,29879,4,8,0.7651625867738399707709170624771647789551
"E01031444",7737,9979,9008,4539,7617,6913,12346,8055,2,3,0.2355681402995981001096090610157106320789
"E01031452",17807,17405,15957,14984,15421,10867,21590,20042,3,6,0.5421690415296553403970283765680185117525
"E01031432",5356,8853,7475,1620,6518,3829,13120,6277,1,2,0.1630739252222628181707465594933625624163
"E01031437",6417,11686,9108,8890,3967,2487,14725,2148,1,2,0.1953781512605042016806722689075630252101
"E01031381",22453,22221,21524,19693,15784,18070,11712,31255,4,7,0.6836256241627085616855437827304834977469
"E01031383",30206,29201,27211,27811,21913,28970,16135,32473,5,10,0.9196809158445987090488369260747777371818
"E01031445",18214,16938,16426,8295,15653,28095,16274,28104,3,6,0.5545609548167092924126172208013640238704
"E01031448",17328,20856,17943,9478,13122,22177,7694,24915,3,6,0.5275849470222871757398611618560467665327
"E01027973",23823,28727,21385,21710,22839,23735,5625,23032,4,8,0.7253379612714651077822433321154548776032
"E01027956",2388,1734,2208,1190,2071,7752,21577,25275,1,1,0.0727073438070880526123492875411033978809
"E01027948",17105,16431,11642,15229,16794,11882,28836,19899,3,6,0.5207952746315917671416392644014127390086
"E01027957",10234,9170,8529,4786,11126,10818,22999,22855,2,4,0.3115942028985507246376811594202898550725
"E01027996",10146,8863,7851,4756,9008,13095,30077,23999,2,4,0.3089148702959444647424187066130800146145
"E01027960",9931,9597,5322,12109,8065,11483,26189,17052,2,4,0.3023687735963950797710388503227377907685
"E01027962",17928,16517,13468,10917,15504,25523,25086,20809,3,6,0.5458531238582389477530142491779320423822
"E01027946",15514,12989,14200,6860,15661,18677,22784,25123,3,5,0.4723541590549263183534283278528802825478
"E01027929",12160,12274,14680,11814,11163,3009,15167,21130,2,4,0.3702350505419559127999025697235415905493
"E01027935",10824,10895,12171,5858,7954,20878,9467,16321,2,4,0.3295579101205699671172816952868103763244
"E01027928",10616,11581,8737,9298,12924,11312,31331,3613,2,4,0.3232249421507733528193886250152234806966
"E01027933",11220,12083,11149,9004,12374,7642,31220,5134,2,4,0.3416149068322981366459627329192546583851
"E01027938",25874,29043,25854,16969,18368,32585,10121,25081,4,8,0.7877846790890269151138716356107660455487
"E01027944",24004,25115,18252,15222,17450,26196,28509,22898,4,8,0.7308488612836438923395445134575569358178
"E01027939",2296,2772,2078,128,4068,11260,12980,20653,1,1,0.069906223358908780903665814151747655584
"E01027942",4190,3927,3243,692,7254,18253,14363,19151,1,2,0.1275727682377298745585190597978321763488
"E01024040",16912,13151,16394,14492,13889,10643,21560,28502,3,6,0.5149190110826939471440750213128729752771
"E01032812",25504,31408,30105,27023,31485,7352,7698,16560,4,8,0.7765193033735233223724272317622701254415
"E01023986",16916,12845,12888,11257,24596,15630,26843,18576,3,6,0.5150407989282669589574960418950188771161
"E01024033",14004,19075,19921,17090,28799,3241,2569,8945,3,5,0.4263792473511143587869930580928023383266
"E01023999",28890,26172,25407,23841,29266,14226,29450,26560,5,9,0.879612714651077822433321154548776032152
"E01023980",17488,13621,16678,8936,21486,11478,23567,30935,3,6,0.5324564608452076482767019851418828400926
"E01023992",15270,11473,15506,17034,16818,18439,9944,13420,3,5,0.464925100474972597734746072341980270369
"E01024021",17238,13846,13551,19820,20007,20563,15234,12992,3,6,0.5248447204968944099378881987577639751553
"E01004668",11612,10394,10918,26958,19094,13451,5899,3354,2,4,0.3535501156984532943612227499695530386067
"E01033597",6515,10020,7669,25158,9614,22526,1297,51,1,2,0.1983619534770429911094872731701376202655
"E01033599",3831,1909,5952,16035,13354,17802,74,2996,1,2,0.1166423090975520643039824625502374862989
"E01004665",1778,550,2724,10422,4736,14875,457,6047,1,1,0.0541346973572037510656436487638533674339
"E01004669",4405,3565,5758,14341,7619,11296,912,3347,1,2,0.1341188649372792595298989160881744001949
"E01004737",13031,11504,13939,23213,18436,14224,5747,5408,2,4,0.3967543539154792351723298014858117159907
"E01004738",18644,26307,29450,32625,28335,8308,7747,847,3,6,0.5676531482158080623553769333820484715625
"E01004739",21239,25331,30324,32348,22225,25616,5927,2185,4,7,0.6466630130312994763122640360492022896115
"E01004741",9189,10508,14545,24002,14645,7640,3265,881,2,3,0.2797771282426013883814395323346729996346
"E01020551",10392,8772,10883,9187,8265,9583,13886,18591,2,4,0.3164048227986846912678114724150529777128
"E01020552",2187,2652,1948,1791,879,12913,7674,22139,1,1,0.0665875045670442089879430032882718304713
"E01020570",21241,26291,21402,24700,15978,20805,5033,17979,4,7,0.646723906954085982218974546340275240531
"E01020571",12114,13282,11258,13231,7056,20500,4524,26615,2,4,0.3688344903178662769455608330288637194008
"E01020557",29222,30072,28465,25419,17443,27907,16234,29175,5,9,0.8897211058336378029472658628668858847887
"E01020558",28210,28256,24090,26061,18462,21122,24387,26503,5,9,0.8589087809036658141517476555839727195226
"E01020559",31545,32172,28570,27835,16590,32542,29322,31965,5,10,0.9604493971501644135915235659481183777859
"E01020560",30248,29742,24988,26870,20294,23212,30378,30235,5,10,0.9209596882231153330897576421873097064913
"E01020574",10293,11947,9884,6664,8687,7241,23279,11884,2,4,0.3133905736207526488856412130069419071977
"E01020575",3434,3919,3177,2655,1392,15240,11317,14862,1,2,0.1045548654244306418219461697722567287785
"E01020576",22132,24795,18250,24042,14387,29044,9259,21041,4,7,0.6738521495554743636585068810132748751675
"E01020579",24233,24534,20974,26095,17870,26277,13938,16865,4,8,0.7378212154426988186578979417854098161004
"E01020580",27254,24186,24027,26053,16625,26787,23728,25388,5,9,0.8298014858117159907441237364511021800024
"E01020553",4378,5808,4228,7067,2023,5505,20318,4214,1,2,0.1332967969796614297893070271586895627816
"E01020554",1673,5125,3015,6373,1263,373,15961,116,1,1,0.0509377664109121909633418584825234441603
"E01020555",2005,4420,1431,6995,1562,6067,13214,536,1,1,0.061046157593472171477286566800633296797
"E01020556",8441,9213,5069,14384,3396,15073,23696,11144,2,3,0.2570028011204481792717086834733893557423
"E01020581",12361,16346,10430,21597,8622,8229,10318,9515,2,4,0.3763548897819997564243088539763731579588
"E01020582",3694,4767,3719,3487,3097,7920,16844,3636,1,2,0.1124710753866764096943125076117403483132
"E01020572",9791,12047,8606,12380,8311,7776,25708,3807,2,3,0.2981061990013396663013031299476312264036
"E01020573",5740,8126,4819,8916,2789,5288,20017,6114,1,2,0.1747655583972719522591645353793691389599
"E01020577",14245,15988,12875,11659,6324,16031,25881,16111,3,5,0.4337169650468883205456095481670929241262
"E01020578",10417,10089,10147,7966,5293,21276,16981,13622,2,4,0.3171659968335160151016928510534648642066
"E01020583",23999,23688,19509,20897,15704,22117,26308,21223,4,8,0.7306966264766776275727682377298745585191
"E01020585",12332,10823,10519,11418,11249,13858,16112,16413,2,4,0.3754719279015954207770064547558153696261
"E01020588",23933,22022,22347,22748,15719,18329,32704,15185,4,8,0.7286871270247229326513213981244671781756
"E01020589",14815,12127,9974,14212,10560,22890,22795,23775,3,5,0.4510717330410425039581049811228839361832
"E01020569",1564,2037,2836,1115,2453,5320,1706,12428,1,1,0.0476190476190476190476190476190476190476
"E01020562",15982,17284,13652,14253,12892,24635,30209,4641,3,5,0.4866033369869687005236877359639507977104
"E01020564",9614,9888,7565,4318,9590,14373,20013,18517,2,3,0.292717086834733893557422969187675070028
"E01020566",20977,24678,18596,16006,18300,28007,6270,24198,4,7,0.6386859091462672025331871879186457191572
"E01006315",26156,26749,22740,26559,19086,23492,11940,26973,4,8,0.7963707222019242479600535866520521251979
"E01006317",17744,15900,12775,16761,9122,23290,26683,28145,3,6,0.5402508829618804043356473023992205577883
"E01006229",24152,22017,18535,23926,15244,21371,30620,23026,4,8,0.7353550115698453294361222749969553038607
"E01006230",24882,22641,18170,29363,15851,26080,16904,31258,4,8,0.7575812933869199853854585312385823894775
"E01006237",30928,31737,26275,30095,16701,30719,25538,32097,5,10,0.9416636219705273413713311411521130191207
"E01006238",6714,6372,3788,7186,2301,23899,26212,19574,2,3,0.2044208987943003288271830471318962367556
"E01006312",28816,26358,26179,28117,19749,16748,31944,25672,5,9,0.8773596395079771038850322737790768481306
"E01006313",6372,6480,4588,6470,3920,4063,26454,25239,1,2,0.1940080379978078187796857873584216295214
"E01006318",26161,23474,23391,28014,15702,18782,24224,26296,4,8,0.7965229570088905127268298623797345024967
"E01006320",27908,28988,20211,26085,15526,25769,31936,27425,5,9,0.8497137985629034222384606016319571306784
"E01006231",21460,21189,16167,24213,12700,19695,21319,24030,4,7,0.6533917914992083790037754232127633662161
"E01006235",8044,5781,3937,7701,4374,29445,26406,30999,2,3,0.2449153574473267567896723906954085982219
"E01006254",3129,3636,1736,2340,2162,6704,20355,28195,1,1,0.095268542199488491048593350383631713555
"E01006255",17879,20970,14817,20551,15135,3855,32756,18310,3,6,0.5443612227499695530386067470466447448545
"E01006260",8158,6781,5332,5309,5442,15036,27518,27845,2,3,0.2483863110461575934721714772865668006333
"E01006370",10143,10585,4891,24191,5985,12549,29286,8782,2,4,0.3088235294117647058823529411764705882353
"E01006373",29510,27869,27961,28876,22753,21019,29278,17286,5,9,0.8984898307148946535135793447813908171964
"E01006390",12056,11639,7497,11569,8797,15243,29316,17648,2,4,0.3670685665570576056509560345877481427354
"E01006236",26508,29751,23728,26371,15156,15955,21352,24981,5,9,0.8070880526123492875411033978808914870296
"E01006389",17556,16839,13341,11306,15684,17547,20311,28400,3,6,0.5345268542199488491048593350383631713555
"E01006391",15497,12693,10860,12623,10242,20760,29566,26831,3,5,0.4718365607112410181463889903787601997321
"E01006258",15997,15989,12091,15956,8551,17675,31050,16264,3,5,0.4870600414078674948240165631469979296066
"E01006369",3645,4183,1976,6932,2960,7707,25813,4898,1,2,0.1109791742784070149799050054804530507855
"E01006375",16862,18370,15177,26149,14349,6421,32260,6466,3,6,0.5133966630130312994763122640360492022896
"E01006306",1836,2928,776,2997,737,10224,22952,9491,1,1,0.0559006211180124223602484472049689440994
"E01006386",159,216,44,278,25,7938,18822,16030,1,1,0.00484106686152721958348556814029959810011
"E01006392",2140,2791,2197,1748,766,4847,18860,17196,1,1,0.0651564973815613201802460114480574838631
"E01006350",794,604,793,500,765,5924,19238,27823,1,1,0.0241748873462428449640725855559615150408
"E01006361",831,646,725,224,692,15128,22562,22410,1,1,0.0253014249177932042382170259408111070515
"E01006356",3452,3575,2373,1528,3220,7079,22294,26556,1,2,0.105102910729509194982340762391913287054
"E01006397",4906,6199,2451,5363,2820,12262,12896,20664,1,2,0.1493727925952989891608817440019486055292
"E01006398",6998,9999,3267,6734,3000,15976,19230,20615,2,3,0.2130678358299841675800755084642552673243
"E01006305",2009,2107,1539,894,1571,14573,9883,28029,1,1,0.061167945439045183290707587382779198636
"E01006309",3841,4222,2696,2678,2566,8235,22222,17395,1,2,0.1169467787114845938375350140056022408964
"E01006310",2976,3239,2570,2890,1034,8553,21916,15094,1,1,0.0906101571063207891852393131165509682134
"E01006269",10382,13502,8361,9095,3899,7531,30103,20554,2,4,0.3161003531847521617342589209596882231153
"E01006271",18358,17166,12783,19875,10008,18602,29663,24032,3,6,0.5589453172573377176957739617586164900743
"E01006273",7994,7445,4438,7550,5180,14662,23387,23418,2,3,0.2433930093776641091219096334185848252344
"E01006353",11589,13455,11353,8618,9361,4025,25830,18539,2,4,0.3528498355864084764340518816222141030325
"E01006354",5916,6104,7410,3242,2576,6745,25821,15358,1,2,0.1801242236024844720496894409937888198758
"E01006358",8002,7702,5167,9383,3210,12711,28523,20379,2,3,0.2436365850688101327487516745828766289124
"E01006359",6694,7932,5407,6331,3806,4873,24650,15949,2,3,0.2038119595664352697600779442211667275606
"E01006352",6165,8988,5668,6709,2299,4229,29113,9257,1,2,0.1877055169894044574351479722323712093533
"E01006411",489,802,273,257,472,5401,15708,27042,1,1,0.0148885641213006941907197661673364998173
"E01006274",4841,5338,4028,4594,1949,4782,27169,21032,1,2,0.1473937401047375471927901595420777006455
"E01006275",2343,2692,1404,1485,1679,8034,21972,21911,1,1,0.0713372305443916697113628059919620021922
"E01006286",9162,12865,5563,9499,3379,13534,16247,25067,2,3,0.2789550602849835586408476434051881622214
"E01006239",1309,1595,858,1337,668,4502,25993,23942,1,1,0.0398550724637681159420289855072463768116
"E01006241",3960,4006,2199,2820,1866,16304,20833,28246,1,2,0.1205699671172816952868103763244428206065
"E01006289",2635,2991,1293,1278,2060,14240,19707,24321,1,1,0.0802277432712215320910973084886128364389
"E01006362",27206,26803,21095,26451,19407,27496,20232,23786,5,9,0.8283400316648398489830714894653513579345
"E01006364",15994,12141,10295,19453,10108,25573,23607,24840,3,5,0.4869687005236877359639507977103885032274
"E01006365",28648,25939,22536,30066,16521,26521,32311,26188,5,9,0.8722445499939106077213494093289489708927
"E01006367",28647,27416,23503,26970,17464,29511,20493,31683,5,9,0.872214103032517354767994154183412495433
"E01006368",22625,20989,16474,22128,17935,27153,21286,18947,4,7,0.6888625015223480696626476677627572768238
"E01030945",32382,30221,32512,29588,29967,28154,32291,19514,5,10,0.9859335038363171355498721227621483375959
"E01030978",28688,27691,24296,27032,24410,22104,18407,26485,5,9,0.8734624284496407258555596151504079892827
"E01030986",30732,32049,31107,32463,29537,21899,12727,20744,5,10,0.9356960175374497625137011326269638290099
